Date,b&h,without_pca,with_pca,with_pca_and_dwt
2016-07-29,137238.87130174565,68861.01197156383,72398.84029487714,76869.63910692207
2016-08-01,137517.3135091866,68652.3857098506,72235.78367145355,76684.37211286603
2016-08-02,138044.3659142686,68387.8341135254,71927.14014240749,76333.6874386675
2016-08-03,136502.97965410183,69161.52604956242,72829.78073445067,77359.2790748096
2016-08-04,136343.86548586062,69241.39269432162,72922.95848666974,77465.14881321134
2016-08-05,135339.4857500173,69745.53660842196,73511.12638645347,78133.43260632109
2016-08-08,136194.7054368609,69316.26291346933,73010.3070756754,77564.39538277923
2016-08-09,135498.5999182585,69665.66996366276,73417.9486342344,78027.56286791936
2016-08-10,135399.1497696172,69715.58852076287,73476.18695085122,78093.73397849394
2016-08-11,134891.99042905594,69970.15488236755,73773.18103939,78431.18241131873
2016-08-12,136323.9724213399,69251.37792904214,72934.60792717701,77478.38505458504
2016-08-15,135856.59920982007,69485.9738212058,73208.30313470127,77789.36100466245
2016-08-16,136343.86548586062,69241.39269432162,72922.95848666974,77465.14881321134
2016-08-17,135518.47780881697,69655.6923454447,73406.30807964667,78014.33672283961
2016-08-18,135438.92072469642,69695.62566782428,73452.89695575618,78067.27159204044
2016-08-19,134096.4347618122,70369.4804896611,74239.06091456581,77216.19726353233
2016-08-22,134752.76932533545,70040.03629240624,73854.7093511018,77594.16424953015
2016-08-23,134633.42611217345,70099.94008422687,73924.59710822586,77585.31664655489
2016-08-24,135508.53886353775,69660.68115455373,73412.12835694054,77081.36066522448
2016-08-25,134354.98390473245,70239.70290430424,74087.65373164947,77745.66468819405
2016-08-26,134722.92214157325,70055.01795273824,73872.18795482247,77533.77807709508
2016-08-29,133658.87838613006,70589.10995449766,74495.29529020845,76844.63018713825
2016-08-30,134533.99113749433,70149.85102482454,73982.82653892315,76264.71096767762
2016-08-31,134084.19852854247,70375.62241219726,74246.226490858,76523.2979636801
2016-09-01,134104.17835699706,70365.59362670839,74234.52624112097,76458.28014816243
2016-09-02,134214.12842060713,70310.40468427376,74170.13914161391,76520.95596263277
2016-09-06,135133.70383817414,69848.82791825764,73631.63291459509,75920.28103321877
2016-09-07,134084.19852854247,70375.62241219726,74246.226490858,76518.5398964913
2016-09-08,132774.78767944916,71032.87532866822,75013.02156007412,77264.95503031297
2016-09-09,131245.49195491322,71800.49847444697,75908.58189681599,76299.75197064695
2016-09-12,127727.1127970578,73566.53314901254,77968.95568380914,74256.49092274842
2016-09-13,128576.72068559013,73981.57071130487,77471.42265959078,74749.89161287858
2016-09-14,125708.04436927897,75559.55328134421,79151.32844015432,76343.86724950616
2016-09-15,126247.79714721323,75808.08817174177,78835.24753323174,76594.819010799
2016-09-16,126947.47243756015,75311.59774806557,78425.51550522701,76093.5082917473
